text,label,dataset
"I heard legends about this ""film"" (quotes used so as not to insult films) for a while, so when I finally got the DVD with it, I impatiently started watching it. By the end, I *had* to fast forward through just a few of the most moronic, ineptly made, nonsensical scenes of this pointless childish mess to make it end quicker.<br /><br />This may be the worst film I've even ""touched"" - and I used to be associated with Troma for a while. ""Manson Family"" makes the bottom of Troma's entries look like daring and groundbreaking art-house filmwork. I could go on and talk about the syphilitic skeleton of a ""plot"" it has, the revoltingly bad ""acting"", the painful, inept ""directing"", the sets and props with their ""dollar ninety nine"" look (I especially ""loved"" the plastic toy guns used in the Tate murder scene!) or the nauseating look and feel of this whole bag of garbage (I think it was supposed to represent a drug-induced hallucination; I have absolutely no idea how a drug-induced hallucination looks or feels, nor do I want to find out - but I guess drug junkies with burned out ""brains"" will love this ""film"" (they seem to be the ones who made it) I've seen many films from various ""Worst 50"" lists, traditionally opened by Eddie Wood's ones - and Eddie Wood would be appalled by the sheer ineptitude and talentless of van Webber (or whatever his name is; I certainly don't want to remember it) I've never seen ""Superbabies"" or its sequel, but I strongly wish that ""Manson"" joined them on IMDb's rating. Fortunately, this obscure garbage probably won't be seen by enough viewers to warrant it sufficiently many ""1"" votes - and so much the better!",0,test
"Robert Carlyle excels again. The period was captured well and the soundtrack, although hearing modern techno in this period piece was a little disconcerting at first, proved to be very well chosen.<br /><br />Well worth a watch.",1,test
"Todd Sheets has created one of the greatest LOW BUDGET Zombie movies EVER. The story is great, the gore is grand, the psychos are wicked! Yet the movie is flawed by its petty dialogue and sluggish imaging at times.<br /><br />Despite this ZB2 delivers what any Zombie movie should, gore, good plot, fast pace adventure into the macarbe. If only MR sheets had been given a 100k budget this movie would out do EVERY zombie movie ever even the almighty Dawn of the dead.<br /><br />But as time goes by he gets better and as he gets better more money comes into his pocket. Thus allowing this man this modern day Genius to craft his vision better.<br /><br />Just remember that Zombie Bloodbath 2 was just one of his great stepping stones when he is atop of Gore Mountain",1,test
"The writers of lost have outdone themselves. Season two's finale is even more heartbreaking and intense than the finale for season one. Locke's lack of faith has not only resulted in spiritual consequences for himself, but in tragic physical consequences for the lives of the other castaways. Michael's betrayal resulted in a success for him but can he possibly escape the island? He will have to if he wants to stay alive. I don't doubt that one or more of his former friends would be willing to kill him in revenge. This finale has left more questions than the previous finale; and I can't wait for fall.<br /><br />A side note: What is the point in posting a review just to write out all the spoilers? Where is the pleasure in ruining the surprise for everyone else? The current review on this page is nothing but a big fat spoiler fest, poorly constructed in barely readable English with the express purpose of making someone mad. Good job.",1,test
"This movie is perfect for any aspiring screen writer, actor or director. By watching this movie you will see all the things that are wrong with the film industry as it is today. There are so many clichés that it pained me to sit through this movie. Nothing about it is original and every single line spoken has been ripped off from those clichéd movies that we all saw in the 90's. Although it does have a few cheap laughs, overall it is wrong wrong wrong. I was so immensely bored and the movie was so predictable and pathetic i actually noticed how much make-up was caked onto Tara Reid's face to hide those massive bags and wrinkles from her endless partying. Seriously, she was wearing so much foundation you could literally scrape it off and refill an entire bottle of it.<br /><br />What shocked me though was that so many of the talented and popular cast would sign on for this piece of junk. And i do NOT know how i sat through that horrible screaming that Ashton Kutcher does, you know when he's like angry or something and he shouts his words in this annoying manner? Ashton's horrifying ""talking"", Tara's face being ten shades darker than her neck, a drugged up owl, a script that seemed like the work of a three-year-old...<br /><br />Seriously, in my whole life there has been no movie that i have watched that i did not in someway enjoy no matter how bad it was. This deserves an award for being the first. BAD BAD BAD... I don't think there is a single word in the English dictionary that can possibly describe this trashy movie. Today i was trying to re-watch it but i had to turn it off like ten minutes in because i was about to cry from the overwhelming amount of clichés.<br /><br />Don't even bother to rent this at your blockbuster, it's not worth a cent, as a matter of fact i am willing to pay anyone out there considering to watch this movie so they can go do something decent with their lives.",0,test
"Serendipity. I thought I was off to a bad start, bringing home the wrong dvd in the case of ""The Intruder"". Rental stores' staff! So I did not want to see this film but I am glad I did. In all probablility my chosen movie would not have been as superb a slice film as this delectable and delicate taste of what independants in both US and Europe can do together. Seven years apart, two heroine sisters embark on fantastic journeys through early 1970's post-student demo / Baader-Meinhof Europe. Sumptuously shot in the Algarve, Portugal; and in Berlin, Paris, and Amsterdam (reminiscent of the feel of the exterior shots in Paul Verhoeven's early masterpiece, ""The Fourth Man""), it's touchingly acted by Brewster , Diaz and especially Christopher Ecclestone.The story unveils itself along an abstracted plot, capturing the ephemeral emotions of these characters as they confront their relationships and see idealised images of each other and themselves shattered. A movie with great refinement and taste. Not for Arnie Commando fans, which is probably why the reviewer upstairs is so wide of the mark in 'his' claims that this is a girly film. Daft criteria. Wrong too. Well worth experimenting with.",1,test
"Aussie Shakespeare for 18-24 set.with blood ,blood and more blood.and good dose of nudity. this will not be for every one on may levels, to violent for some too cheap for most. done on low budget they try and do there best but it only works sporadically.and this macbeth just seem to be lacking ,its just not compelling. although there is some good acting on the part of most you don't get into there heads especially mecbeths. the best performance came from gary sweet and the strangest mick molly. if your into Shakespeare then see it,but if you like your cheese mature you will love it.it not a bad film but it not that good either. sam peckenpah would of loved it, that is if it was filmed as a western. i was expecting a lot from this, as i loved romper stomper. but this is was a vacant effort.",0,test
"Last night, I saw A PECK ON THE CHEEK (KANNATHIL MUTHAMITTAL with English subtitles). Oddly, it was 137 minutes long--slightly longer than the time listed on IMDb.<br /><br />At first, I found myself losing interest in this film because the rather confusing style of filming really lost me. The context for what was occurring was missing and I am glad I stuck with it. At the beginning, a young couple is married and shortly after the wedding, war breaks out in their native Sri Lanka and the lovers are separated. Months later, the wife is very pregnant and on board a refugee vessel heading to India. At a refugee center, you see the lady about to give birth--after which the titles to the film finally are revealed.<br /><br />The entire focus of the film then changes completely--to a young girl who is about to turn 9 in Madras, India. You see her in her home and she talks to the camera about her life and family. None of this seems that interesting or important and you wonder what is missing--what about the lady who was about to give birth? My wife and I debated this and we finally guessed that this little girl was actually the child of the lady in the first part of the film. Somehow or another, she had been adopted and was talking about her life with mom and dad #2--though she did NOT realize these people were not her biological parents.<br /><br />Soon after this, the parents revealed themselves to be total idiots (one of the complaints I had about the film), as they decided to tell this very young girl the truth about her parentage AND tell it in a way that left the girl emotionally screwed up and confused. Despite a stupid decision and telling her in the worst way, the parents made up for this by agreeing to help her find her biological mother. Seeing the impact all this had on the girl and parents (particularly the adoptive mother) was impressive to watch and sure sparked my interest.<br /><br />Unfortunately, Sri Lanka has been involved in a very, very long and brutal civil war with Tamilese militants, off and on, for three decades. The family's decision to look for the mom back in Sri Lanka was indeed noble, but also a bit stupid at times--as they took so many risks and nearly got killed again and again by just blindly jumping into the middle of a war! This was all exciting and captivating but also left me wondering about the sanity of the adoptive parents--first you tell her she ISN'T your biological child and now you take her in the middle of a WAR ZONE!!! Sure, the kid really wanted to meet her biological mother, but this really was stupid in hind sight. If it were me, I might have been tempted to pay an unemployed actress to play the part and fool the kid--thus avoiding being in the middle of a war!<br /><br />Despite my complaints, the film was lovely to watch and was very rewarding. Far from perfect, it sure hits an emotional home run. Also, while I expected this because I have seen several Indian films, many Westerners will be a bit surprised by the vivid songs that seem to come out of no where--this IS standard in most films from India--including those made in Bollywood (Bombay) and Tamilwood/Kollywood (Madras).",1,test
"The only reason this movie is not given a 1 (awful) vote is that the acting of both Ida Lupino and Robert Ryan is superb. Ida Lupino who is lovely, as usual, becomes increasingly distraught as she tries various means to rid herself of a madman. Robert Ryan is terrifying as the menacing stranger whose character, guided only by his disturbed mind, changes from one minute to the next. Seemingly simple and docile, suddenly he becomes clever and threatening. Ms. Lupino's character was in more danger from that house she lived in and her own stupidity than by anyone who came along. She could not manage to get out of her of her own house: windows didn't open, both front and back doors locked and unlocked from the inside with a key. You could not have designed a worse fire-trap if you tried. She did not take the precaution of having even one extra key. Nor could she figure out how to summon help from nearby neighbors or get out of her own basement while she was locked in and out of sight of her captor. I don't know what war her husband was killed in, but if it was World War II, the furnishings in her house, the styles of the clothes, especially the children and the telephone company repairman's car are clearly anachronistic. I recommend watching this movie just to see what oddities you can find.",0,test
"I must say I thought the show Greek would be really ridiculous and stupid. Since I am part of a sorority I didn't want them to make Greek organizations look bad....<br /><br />but I think Greek is hilarious. Yes, they do have the stereotypical sorority and fraternity but it's not mocking but just cute humor.<br /><br />All the characters are pretty likable minus Rebecca Logan (I just can't stand her), Casey and Rusty have good chemistry as brother and sister. Then there is Cappie. Who doesn't love a guy like Cappie haha His character brings so much to the show. Rusty's room mate, Dale played by Clark Duke, is hilarious as well.<br /><br />It's definitely fun to watch so tune in for season 2. I can't wait till it is back on!!",1,test
"Being 15 myself I enjoyed this flick thouroughly!! I related to the character Ann August more than most would. My Mother isnt AS eccentric as Adele, but the feelings of lonliness is the same. This movie is perfect in the ating aspects, and Natalie's, and Susan's performances are so linked together that it's the best onscreen dual i have seen in years. Their chemistry brings the characters to life, they become real people! I would recommend this flick to anyone who is hoping to get away. Because there is genually alot of people out there who would wish to be ""Anywhere But Here"" including me! and if you can, see this movie with your best friend or your mother. Its the tears that blend everyone around you together more!!",1,test
"Not even the Beatles could write songs everyone liked, and although Walter Hill is no mop-top he's second to none when it comes to thought provoking action movies. The nineties came and social platforms were changing in music and film, the emergence of the Rapper turned movie star was in full swing, the acting took a back seat to each man's overpowering regional accent and transparent acting. This was one of the many ice-t movies i saw as a kid and loved, only to watch them later and cringe. Bill Paxton and William Sadler are firemen with basic lives until a burning building tenant about to go up in flames hands over a map with gold implications. I hand it to Walter for quickly and neatly setting up the main characters and location. But i fault everyone involved for turning out Lame-o performances. Ice-t and cube must have been red hot at this time, and while I've enjoyed both their careers as rappers, in my opinion they fell flat in this movie. It's about ninety minutes of one guy ridiculously turning his back on the other guy to the point you find yourself locked in multiple states of disbelief. Now this is a movie, its not a documentary so i wont waste my time recounting all the stupid plot twists in this movie, but there were many, and they led nowhere. I got the feeling watching this that everyone on set was sord of confused and just playing things off the cuff. There are two things i still enjoy about it, one involves a scene with a needle and the other is Sadler's huge 45 pistol. Bottom line this movie is like domino's pizza. Yeah ill eat it if I'm hungry and i don't feel like cooking, But I'm well aware it tastes like crap. 3 stars, meh.",0,test
"One of the finest movies I have viewed...Good script, original plot of a man who is haunted about JFK's assassination when he was assigned to protect him on that Cold November day in 1963. Thirty years later another anti-social lunatic wants to assassinate the current president. The secret service agent loses his partner along the way,to the crazed gunmen who schemes,lies and murders anybody in his path who'll stand in his way of his mission. <br /><br />The movie accompanies with a great memorable score,and a restrained but meaningful romance between Russo and Eastwood....which displays how difficult it is to have a romantic life in that kind of work. Malchovich is great,sure many other candidates could have played the role that he played,but how many could acted with such craftiness,and intellect that he displayed in the movie?<br /><br />Needless to say,I thought this was a great movie...everytime it's on television I have to watch it..and I own it on dvd! I'm a big Eastwood fan,this only boosted his already fabulous career,and Malchovich's best role to date!<br /><br />",1,test
"I thoroughly enjoyed this film, which in many ways, as Hitchcock did on several occasions, was a first attempt at a plot which he re-shot later in his career. Possibly the most amazing thing about it, however, is how faceless the lead characters are. After watching, one remembers Murray Alper as the jovial truck driver, Vaughan Glaser's touching turn as a blind ""patriot"", the unforgettable traveling Freak Show and of course Otto Kruger as the suave and sophisticated villain, all of whom completely overshadow Bob Cummings as the rather wooden fugitive (compare that bridge jump to Harrison Ford's similar stunt in Andrew Davis' ""The Fugitive"") and Priscilla Lane whose change of heart and subsequent love towards Cummings is never quite believable.<br /><br />The other major support player is, of course, Hitchcock himself who bookends the film with 2 extraordinary stunts. Many people criticise the older films for their lack of realistic special effects. My feelings are that with lack of technology, to even attempt and convey what the director wants to show is an amazing achievement.<br /><br />Obviously this film carries an anti-fascist message, made at the time of the Second World War, but being a Hitchcock it is never the most important thing and the emphasis is always on the action. Well worth checking out, especially for the support roles.",1,test
"A very intelligent and exciting thriller that doesn't rely on action but on situation, which is all to rare these days. I would compare this film to The Day of the Jackal, another film about the pursuit of a dangerous international criminal. The acting across the board is superlative - Aidan Quinn has a tricky double role as the vicious terrorist Carlos and as the Navy man who impersonates him. Donald Sutherland plays the amoral CIA agent who hires him. Ben Kingsley plays the Israeli officer who assists in the plan. This is a very tense and effective film, and it's remarkable considering just how little action there is in it. The first half of the film is all set-up, as the Navy man prepares to impersonate Carlos. The second half is a breathless actioner, the action coming out of the characters and their situations, thus making it all the more gripping. A really tight film that shouldn't be overlooked.",1,test
"After repeatedly saying how brilliant so many Columbo episodes are, it's time to honour an episode with maximum points. ""Etude In Black"" is not 100 percent perfect, but it's certainly more than 90 percent...maybe 96 or 97! <br /><br />Last week I reviewed ""Just Married"" and compared it unfavourably to ""Meet The Parents"". Well here's one of the parents, Blythe Danner, in a much earlier role as the wife of famous orchestral conductor Alex Benedict, played by the legend that is John Cassavetes. Alex has been having an affair with Jennifer Wells, a girl in the orchestra (not his first affair, one suspects). She is blackmailing Alex to leave his wife, but as his wife's mother holds the purse strings for the orchestra, Alex doesn't think it'd be such a smart move to destroy his career and marriage overnight. Instead he hatches a plot to sneak out of the concert hall before a performance and murder his young lover while making it look like a suicide.<br /><br />Enter Columbo and guess what? It takes him about two seconds to realise that homicide is more likely than suicide. It doesn't take much longer for Columbo to connect Alex to the victim, and soon he's following him around wherever he goes. Even though Columbo is certain Alex is his man, it actually takes quite a while and a few false leads (none of which Columbo really swallows) before he has the vital piece of evidence.<br /><br />Along the way there are some top-notch extra characters, ranging from the precocious young neighbour of Jennifer Wells and the English mechanic who sounds like he would be more at home on Coronation Street, through to the bedraggled looking brass player who nearly finds himself fitted up for the murder (he had also been seeing Jennifer Wells, the busy girl!). And there's even a brief cameo from Commandant Lassard from the Police Academy films. As with Leslie Nielsen in ""Lady In Waiting"", it's impossible to take him seriously (I bet you're thinking of that speech he made at the podium, aren't you?!) <br /><br />But it's Blythe Danner, John Cassavetes and Peter Falk who steal the show here. Blythe is absolutely divine as Mrs Benedict. From the moment she spots Alex dialling Jennifer Wells' number from memory, she feels deeply troubled by exactly what their relationship was. It's a masterful performance as she struggles to trust Alex despite her intuition telling her something is very, very wrong. Columbo doesn't help matters by interrupting her game of tennis to ask her impertinent questions about Alex's relations with members of his orchestra.<br /><br />As for John Cassavetes, well it's a shame he didn't make any repeat appearances as Columbo villains, because he could have been up there with Jack Cassidy and Patrick McGoohan as one of the all-time greats of the show. But this performance is superb! He's another one who falls into the ""highly irritated"" category, losing all patience with Columbo rather than befriending him and indulging him. Despite this, when the game is finally up he does grudgingly acknowledge Columbo's genius.<br /><br />Well it's a really, really fantastic show. It loses a couple of very small points for its rather sledgehammer view of classical music, as highlighted by many of the posters here, but none of these have any bearing on the logic of the story or the characterisations. And at least the music is good, dramatic and exciting!<br /><br />Finally, if you haven't come across it, there is an absolutely amazing clip of John Cassavetes and Peter Falk on the Dick Cavett show from the early 70s. I'm totally convinced Steve Coogan watched this clip and based Alan Partridge on it. Everything about the clip resembles Knowing Me Knowing You, from the cringeworthy introduction to the total humiliation of Cavett by his guests. Even the orchestra get in on the act, playing circus music while Falk, Cassavetes and their friend Ben Gazzara fool about and ridicule the host.<br /><br />It might not be strictly relevant to this review, but the Cavett show clip gives a nice insight into the deep friendship and professional relationship between Peter Falk and John Cassavetes. It's clear to see from the quality of ""Etude In Black"" just how well the pair worked together!",1,test
"Based on the true story of the FBIs hunt for those who were responsible for the bombing of the World Trade Center Building. A very good film that delves into the FBIs use of informants and how, possibly, the tragedy could have been avoided 7 of 10",1,test
"I looked forward to spending part of my Independence Day weekend watching a good film about Jefferson. This film was not it. It was rather long, drawn out, dull and unbalanced. Too much time was spent exploring Jefferson's relationship with Cosway and not enough time was spent on his relationship with Sally Hemmings. The lady who played Sally, Thandie Newton, was absolutely awful. Her acting was so bad it was like watching an A1 airhead trying to recite Shakespeare. Her constant whining voice grated the nerves! Nolte's accent made Jefferson sound like an ignorant man, rather than a genius. Jefferson's relationship with his daughters and their feelings on slavery was also underdeveloped, yet his eldest daughter's rebellion (Patsy)is a key event late in the film. The film was too long and the script lacked energy and excitement. On the positive side, the costumes were quite beautiful, and Greta Scacchi played the part of Cosway well. If you want to watch a film about the revolutionary era and/or Jefferson, then watch 1776, it's much better than Jefferson in Paris.",0,test
"Me and my roommate got free tickets for a Pre Screening I guess you would call it in Atlanta, GA at Atlantic Station. Walking in I was expecting something controversial, provocative, unnecessarily overdone, etc.. But the film is much more than that. It's a story of two people helping each other. It's not overdone, and the film is done in a careful balance as to not make you cringe or say its unnecessary.<br /><br />It's put together really well and doesn't take itself too seriously. Thats the beauty of it. If it tried to take itself seriously, it would have failed miserably, but instead it carries itself through humor (some unintentional) and some surprisingly good acting by Ricci. Although Timberlake fails miserably in his role, the movie is good enough for you to put that on the side.<br /><br />I would definitely recommend this movie, if not for any other reason than the fact it is something different to experience.",1,test
"Kevin Spacey again picks a winner with K-PAX, an endearing movie that expresses profound revelations at human existence via the Prot character's naive, yet at the same time unquestionably wise, point of view.<br /><br />It's enjoyable trying to work out 'if he is or he isn't' as the plot expands and the Robert Porter character gets fleshed out. However some may find the ending a little unsatisfying but in reality it couldn't have been any other way.<br /><br />My few issues with the film revolve around the rather cartoony and over simplified portrayal of mental patients. I was surprised because the films plot shows a great deal of intelligence and I don't feel it would have lost anything by being more honest regarding how people with mental health problems behave.<br /><br />That said, I realise this was a movie and not a documentary and the film itself is exquisitly shot and the story unwraps at a pleasing rate. <br /><br />Bridges is great and Spacey delivers a languid and relaxed performance, more like a stand-up than an alien.<br /><br />A good film that will get you talking with your friends.",1,test
"It's exactly what the title tells you...an island inhabited by fishmen. Shipwrecked doctor Claudio Cassinelli and crew land on the island, they're either picked off by the fishmen or roped into working for treasure hunting lunatic Richard Johnson. Cassinelli discovers that Johnson, who believes he's found the lost city of Atlantis, has been keeping disgraced scientist Joseph Cotten and his daughter Barbara Bach hostage for 15 years so the fishmen can uncover a treasure trove beneath the sea. Cotten, of course, is a complete madman. Bach and Cassinelli have great chemistry. This insanity was directed by Sergio Martino and is not, surprisingly, without merit. It's fast paced, reasonably well acted and the fishmen look pretty convincing (though it's unlikely anyone could prove that these things DON'T look like actual fishmen). There's an excellent music score by Luciano Michelini.",0,test
I recently got the movie and all I can say it is a good movie. There's a lot of famous Rome monuments and historical locations.It is from the same writer and director from The Da Vinci Code. Tom Hanks stars along with Ewan McGregor and Ayelet Zurer. The movie starts out with the space and time experiment in Sweden until one of the canisters is stolen by the church's most hated enemy the Illuminati. The plot is hard to discuss about without spoiling anything. Its a race all of Rome following the Illuminati trail to get to the Illuminati secret meeting place. While racing against time to find the path of the Illuminati. Over all its a movie worth seeing hell I watched it 3 times and I still like it so in the end go buy it. It is a lot better than the movie 2010. And the ending has one awesome plot twist.,1,test
Imagine the most cliche ridden b-movie horror plot you can. Add more plot holes than plot. Have it scripted by a 10 year old. Have the acting done by A-Level drama students faking really bad US accents (in the Isle of Man!) Add monster special effects that the lovers of B&W Dr Who shows will appreciate. Result: duff film. Throw in Samantha Janus taking her clothes off (make a point of this on the cover) and you'll probably sell enough copies to make a profit anyway!,0,test
"Out of all the Mafia movies i have ever seen this is one of the best for many reasons. The acting from Pesci, Cortese and Vincent. The story is one of the best ever (In the mafia genre), as it realistic. The characters are people that lots of other people can relate to. This movie is also great as it's dialogue is good. It also has very realistic fights and action scenes. This movie also launched the careers of Pesci and Vincent. If it weren't for the success of this film, Casino and Goodfellas might not have been as good as they were. <br /><br />Story 10/10 Acting 9/10 Realism 10/10<br /><br />OVERALL 10/10<br /><br />My fave Mafia movies are<br /><br />1: Goodfellas 2: Casino 3: The Godfather Trilogy 4: Family Enforcer (The Death Collector) 5: The Sopranos (I know it isn't a movie)",1,test
The first half of this film held some promise as it seemed like the film was going to be a low-key character psychodrama like THE MINUS MAN but then the whole thing collapses into cliche and the viewer slowly loses all interest. There's a decent cast here but the film is lifeless and the talent completely wasted.,0,test
"A very good film, focusing on a very important issue. Fetal alcohol syndrome is a very serious birth defect that is totally preventable. If more families saw this film, perhaps more children would not end up like Adam. Jimmie Smits performs in one of his best roles ever. This is an excellent movie that takes into account a very special family with very important needs. This is not unlike thousands of families that exist in the United States today. There are children struggling with this world wide. The really important point here is that it all could have been prevented. More people should see this movie and take what it has to say seriously. It is well done, with important messages, handled in a graceful way.",1,test
"Adela is a rebellious teenager with the attitude that she is right and everyone else is wrong. She needs to be the center of attention and she'll act stupid to make it so. With her attitude she gets sent to charm school.<br /><br />There she meets the typical characters in today's cinema; the nerd, the clumsy one, the stepford housewife and the sexual minority. Things happen and in the end Adela ""learns her lesson"" so to speak. The plot tries to carry a deeper meaning to the state Adela is in, but utterly fails to deliver (at least I didn't buy it). So what you are left with is superficial interaction within the same stereotypes you've seen in a million movies before. Plus the director seems to have a breast fixation, Adela flashes her boobies a few times too many, at least I can't see that they are relevant to the story.<br /><br />So the film is OK, but if you are like me and don't like to watch a teenager pissing people off and making a behavioral U-turn in an instant, which I found very unbelievable, think twice before watching.",0,test
"Well, I've just seen Buster Keaton's film debut in Fatty Arbuckle's The Butcher Boy and-despite the crude way everything just seems to happen for almost no logical reason-I found plenty to laugh at. Like when Buster orders molasses from butcher boy Fatty, Fatty makes Buster come back to pay, Buster says he put it in the bucket that has the molasses, Fatty dumps molasses in Buster's hat and takes money, Buster takes hat back on head as it gets stuck, Fatty attempts to remove it while molasses fall to floor, Buster's feet are now stuck on floor and so on. That probably didn't read funny but on screen it was hilarious as were some more slapstick involving flour being thrown and a later sequence that takes place in Fatty's girlfriend's boarding school with Fatty dressed in drag and Buster helping Fatty's rival also in drag. Like I said, many scenes don't make a lick of sense but the visuals, especially those involving Arbuckle and Keaton, are laugh inducing even today. Recommended viewing for Keaton completists.",1,test
"Yep. Those of my generation who grew up watching those old Sunbow cartoons were spoiled. The 80's Joe tune was one of the best cartoons in the history of television. Well written stories, well developed characters. Granted it was nothing more that a glorified toy commercial but it definitely helped carry that toy line. Fast forward almost twenty years later and enter Valor vs. Venom. The animation was average at most. The movement of the characters seemed to jerky and puppet like. The movie felt more like a Small Soldiers sequel than a story about a special military force. Then we have character development or lack there of. Dusty likes to be all Dusty? Slice and Dice like to do things together? What? Did the writers take a writing course on how to develops characters with the depth equivalent of Jar Jar Binks? As for the story. I like a bit of Sci-Fi. But that whole concept of turning soldiers into a mutant army has been done to death in the Joe universe. Mega Monsters or Toxo-zombies anyone? But I give the creators credit for trying to make the fan boys happy by having martial arts action every 10 minutes. I'm not a huge fan of SE and SS but I did like the fight scenes between the two. If you can appreciate VvV for what it is you will enjoy it. I admit to not being able to appreciate VvV as I should. Again everything Joe gets compared to what ways done in the 80's, and honestly nothing will ever compare to the glory days of GI Joe. If you can appreciate VvV for what it is you will enjoy it.",0,test
"I enjoyed this movie. More than I expected. It has enough action, intrigue and locations to make it worth your while. While I can't quite yet see Mark Wahlberg as a leader, he's gotten good enough to be a credible manager and that's OK.<br /><br />The superhero of the movie is the Mini Cooper. It's shown to have the speed, dexterity and muscle to pull off any job. And to handle a maniac driver like Charlize Theron's character.",1,test
"While I have seen and enjoyed similar movies to this one that were silent films about the Russian Revolution, such as POTEMKIN and TEN DAYS THAT SHOOK THE WORLD, I did not particularly enjoy this one. This was mostly due to the annoying and ""artsy"" way that the director chose to shoot the film. While POTEMKIN excelled in its editing style, this movie used similar techniques with a lot less finesse--in some places, the editing seemed very choppy and amateurish. Plus, and this was truly annoying, the use of zombies throughout the beginning of the film and late in the film really was over-the-top. What I mean by ""zombies"" is that to illustrate just how depressed and oppressed the Ukranian peasants were, the people stand like mannequins in many scenes. And, they stand like this, unmoving, for a VERY long period of time, while the ""evil"" Capitalists and exploiters of the masses walk by. Gimme a break! This movie is a wonderful example of style over substance--and it's only a movie for those who enjoy or can overlook the overindulgent direction.<br /><br />By the way, the DVD for this film is improved, somewhat, if you leave the audio commentary on. This makes the movie easier to follow and gives a few interesting insights.",0,test
"You have to hand it to writer-director John Hughes. With enormous success behind him in the misfit-teenager/high school vein, he managed to branch out into other areas of comedy, finding in the bargain a great ally in comedian-actor John Candy. Here, goof-off adult Candy becomes a better person after agreeing to babysit his brother's wiseacre kids; it's a surefire formula designed to please both cynical teens as well as their parents, and it isn't any wonder the film was a winner with theater audiences. Still, Hughes relies almost completely on Candy's charm to put the scenario over, and one may eventually grow tired of the repetitious gags with the star front and center. The kids are sitcom-smart, the other adults shapeless blobs, and Amy Madigan is too intense, too hyped-up playing Uncle Buck's girlfriend. Later became a TV series, which is befitting since the material was already television-perfected. *1/2 from ****",0,test
"Donald Sutherland, an American paleontologist visiting England, picks up a hitch hiker one evening. Two years later, having discovered the man's address book in his car, he returns the book to the man's opulent home, only to find that the man's been hanged for murder. Nobody in or out of the family seems to care that the hitch hiker could not have committed the murder (of his own stepmother) because he was in Sutherland's car at the time of the crime.<br /><br />Sutherland is the man's alibi but he's turned up too late. Out of a sense of guilt, he tracks down the real murderer.<br /><br />Agatha Christie's mysteries usually involve a number of diverse people, all of them with one or another motive for the crime, all of them suspect, and a puzzle that depends on the construction of a strict time line. There is often, not always, a sidekick with whom the investigator can talk things over.<br /><br />Because of the anfractuosity of the situation, due care must be taken to explain each element of the mystery to the reader or viewer. Redundancy is perfectly okay. We have to keep the characters and the time lines straight. Christie's movies are of the rare kind in which the use of famous faces in subordinate characters is actually useful. (Jacqueline de Bellefort? Oh, yes, that's Mia Farrow.) But this version of ""Ordeal by Innocence"" is a Golan-Globus production, with all that implies in the way of production values, a thoughtfully prepared script, and skill behind the camera.<br /><br />The first few minutes, in which Sutherland discovers that an innocent man has been hanged, are fine. After that, everything is flung at the viewer in disjointed scraps, often in sudden flashbacks or in confusing voiceovers that tell us nothing. The script has a slapdash quality, as if thrown together by two hacks overnight. Few of the faces are familiar and that doesn't help at all. Everyone drops remarks about everyone else and the names become a hopeless jumble. The musical score consists of four instruments doing irritating atonal jazz riffs. Some nudity is thrown in to wake up the dozers in the audience. If Dame Agatha were alive, she'd be among the viewers who needed to be shaken awake.<br /><br />Dullsville.",0,test
"Although i watched this film by myself(thankfully), i still felt embarrassed while watching it. I was tricked into renting it by the reviews on the front cover, and the bloody/gritty camera stills on the back-which led me to believe it was some sort of documentary. These actors are laughable throughout the entire film, not convincing at all. The story involves an Italian Australian(?) gang, just fighting other gangs, and then running,fighting,repeat. Supposedly they train extremely hard, which makes them way better than other gangs. For some reason I don't believe that they could actually beat up some of these other guys that are twice their size. I could be wrong... no I'm not wrong, this movie is not enjoyable on any level.The jail montage looked like it was a summer camp, just instead of kids, it was a sausage fest of horrible actors, just hanging out and laughing and trying to look hard. This movie is not worth your time, save your money, or throw it in the garbage, just don't waste it on this movie.",0,test
"Simply the best and most realistic movie about World War II I've ever seen. Not only because the German soldiers talk German and Russian soldiers talk Russian (no English in a German or Russian dialect)also because of the realistic decor in which the movie was shot. The acting is outstanding. No Hollywood-sentiment at all even no love story...Stalingrad was supposed to be one of the most horrific battles during the war, and in such context there's no place for sentiment or romantic scenes. What you get is a movie which will make you thrill to the bone and which have one of the best unhappy endings a movie could have.",1,test
